Loai phong,Ngay dang,Gia phong,Dien tich,Suc chua,Dien,Nuoc,May lanh,WC rieng,Cho de xe,Wifi,Tu do,Khong chung chu,Tu lanh,May giat,Bao ve,Giuong ngu,Nau an,Tivi,Thu cung,Tu quan ao,Cua so,May nuoc nong,Gac lung,Quan,Nam,Nu
Phòng cho thuê,2021-11-05,8500000.0,45.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2021-11-05,7000000.0,35.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2021-11-05,4000000.0,25.0,4.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,8000000.0,35.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2021-11-04,8500000.0,40.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-05,8000000.0,40.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-04,5500000.0,26.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Căn hộ,2021-11-04,5500000.0,26.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng cho thuê,2021-11-04,5500000.0,26.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Căn hộ,2021-11-04,3500000.0,23.0,3.0,3700.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2021-11-04,3500000.0,23.0,3.0,3700.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2021-11-04,6500000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Căn hộ,2021-11-04,8000000.0,35.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2021-11-04,6500000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Căn hộ,2021-11-04,8000000.0,40.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-04,8500000.0,40.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-04,7000000.0,35.0,3.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,4500000.0,30.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2021-11-04,6500000.0,37.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,3500000.0,25.0,2.0,3700.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,4000000.0,25.0,2.0,3700.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,6000000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Căn hộ,2021-11-04,6200000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 11,1,1
Căn hộ,2021-11-04,6500000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Căn hộ,2021-11-04,9000000.0,35.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-04,5500000.0,30.0,4.0,3171.6048239853935,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,4500000.0,25.0,2.0,4000.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,6500000.0,56.0,4.0,3500.0,72000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Tân,1,1
Phòng cho thuê,2021-11-04,4200000.0,25.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,4500000.0,30.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,6500000.0,40.0,3.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-04,6500000.0,38.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Căn hộ,2021-11-04,4500000.0,30.0,2.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-04,8000000.0,40.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2021-11-04,9000000.0,35.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2021-11-04,5500000.0,30.0,4.0,3171.6048239853935,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2021-11-04,4500000.0,25.0,2.0,4000.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,6500000.0,56.0,4.0,3500.0,72000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Tân,1,1
Phòng cho thuê,2021-11-04,4200000.0,25.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,4500000.0,30.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,6500000.0,40.0,3.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-04,6500000.0,38.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Căn hộ,2021-11-04,4500000.0,30.0,2.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-04,8000000.0,40.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2021-11-04,8000000.0,40.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2021-11-04,5500000.0,30.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng cho thuê,2021-11-04,6500000.0,30.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 8,1,1
Căn hộ,2021-11-04,4700000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,3000000.0,19.0,4.0,3800.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,7000000.0,40.0,3.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,6000000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-04,6500000.0,35.0,2.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2021-11-04,7700000.0,25.0,2.0,40000.0,70000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Ký túc xá,2021-11-04,4200000.0,35.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-04,6000000.0,30.0,6.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2021-11-04,5500000.0,22.0,4.0,4000.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2021-11-04,7500000.0,35.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 4,1,1
Căn hộ,2021-11-04,6500000.0,30.0,2.0,4000.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2021-11-03,6500000.0,28.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-03,4500000.0,25.0,2.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-03,3500000.0,35.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Ký túc xá,2021-11-03,1000000.0,25.0,2.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,0,1
Căn hộ,2021-11-03,13000000.0,30.0,10.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2021-11-03,7000000.0,25.0,10.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-03,7000000.0,35.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2021-11-03,10500000.0,45.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2021-11-03,6000000.0,30.0,3.0,4000.0,24000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2021-11-03,5500000.0,35.0,3.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-03,6000000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2021-11-03,5500000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2021-11-03,6800000.0,30.0,2.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-03,22000000.0,45.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2021-11-03,5300000.0,30.0,4.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2021-11-03,5400000.0,40.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-03,4000000.0,25.0,2.0,1600.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-03,7400000.0,25.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2021-11-03,5500000.0,23.0,2.0,4000.0,99359.45745573718,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Nhà nguyên căn,2021-11-03,4500000.0,20.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-03,5400000.0,30.0,2.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2021-11-03,5000000.0,38.0,4.0,1000.0,6000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-03,8000000.0,30.0,2.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-03,4100000.0,32.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-03,4500000.0,20.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Căn hộ,2021-11-03,3000000.0,15.0,2.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2021-11-03,3000000.0,32.0,4.0,3000.0,48000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Căn hộ,2021-11-03,7000000.0,30.0,3.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-03,6500000.0,35.0,1.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2021-11-03,4000000.0,80.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Huyện Bình Chánh,1,1
Căn hộ,2021-11-03,8000000.0,30.0,2.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Ký túc xá,2021-11-03,6500000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2021-11-03,8000000.0,30.0,2.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2021-11-03,2100000.0,20.0,4.0,3000.0,90000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Căn hộ,2021-11-03,7000000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2021-11-03,7000000.0,35.0,2.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-03,6500000.0,35.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2021-11-03,6000000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 2,1,1
Phòng cho thuê,2021-11-03,7000000.0,45.0,3.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-03,4500000.0,40.0,3.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2021-11-03,7000000.0,40.0,3.0,4000.0,99359.45745573718,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2021-11-03,1800000.0,25.0,3.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,0,1
Phòng cho thuê,2021-11-03,3900000.0,20.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2021-11-03,4000000.0,30.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 5,0,1
Phòng cho thuê,2021-11-02,6500000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2021-11-02,3000000.0,25.0,4.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 5,0,1
Căn hộ,2021-11-02,6500000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2021-11-02,4000000.0,20.0,2.0,3171.6048239853935,200000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2021-11-02,4000000.0,20.0,2.0,3171.6048239853935,200000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-02,8000000.0,40.0,2.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-02,3700000.0,20.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2021-11-02,3700000.0,20.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2021-11-02,3700000.0,20.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2021-11-02,6000000.0,25.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Căn hộ,2021-11-02,5800000.0,30.0,3.0,3800.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2021-11-02,3700000.0,18.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2021-11-02,6000000.0,25.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng cho thuê,2021-11-02,6000000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Căn hộ,2021-11-02,6000000.0,25.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Căn hộ,2021-11-02,6000000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Căn hộ,2021-11-02,6000000.0,30.0,3.0,4000.0,24000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Căn hộ,2021-11-02,6000000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2021-11-02,7000000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2021-11-02,7500000.0,27.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2021-11-02,6500000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2021-11-02,6000000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2021-11-02,6500000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2021-11-02,6500000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2021-11-02,6500000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2021-11-02,6500000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Ký túc xá,2021-11-02,4000000.0,20.0,3.0,3700.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2021-11-02,4000000.0,20.0,3.0,3700.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-02,6500000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2021-11-02,4000000.0,20.0,3.0,3700.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2021-11-02,4000000.0,20.0,3.0,3700.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-02,6000000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-02,6000000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2021-11-02,5500000.0,40.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 4,1,1
Căn hộ,2021-11-02,5500000.0,40.0,3.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2021-11-02,23000000.0,84.0,5.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2021-11-02,1800000.0,25.0,5.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,0,1
Phòng cho thuê,2021-11-02,3900000.0,20.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2021-11-02,5000000.0,30.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 5,1,1
Căn hộ,2021-11-02,6000000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2021-11-02,7500000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2021-11-02,8500000.0,30.0,2.0,4000.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2021-11-02,8000000.0,40.0,3.0,3800.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-02,4500000.0,30.0,2.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-02,6000000.0,25.0,2.0,3500.0,108000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2021-11-02,6800000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng ở ghép,2021-11-02,16000000.0,50.0,4.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2021-11-02,6500000.0,40.0,1.0,1500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,0,1
Căn hộ,2021-11-02,2000000.0,20.0,4.0,3500.0,70000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 5,1,1
Căn hộ,2021-11-02,4000000.0,26.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-02,1500000.0,10.0,4.0,3500.0,70000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 5,1,1
Căn hộ,2021-11-02,5000000.0,30.0,2.0,3800.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2021-11-02,6200000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-02,6000000.0,35.0,3.0,1000.0,6000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Ký túc xá,2021-11-02,5500000.0,28.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2021-11-02,6200000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-02,2000000.0,30.0,1.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,0,1
Phòng cho thuê,2021-11-02,2500000.0,15.0,3.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 11,1,1
Căn hộ,2021-11-02,8000000.0,35.0,3.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2021-11-02,6200000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2021-11-02,8500000.0,68.0,6.0,3171.6048239853935,200000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thủ Đức,1,1
